lemma	stem	lemma_freq	stem_type
belebetegedik	belebeteged	2874	cvc
belefelejtkezik	belefelejtkez	382	cvc
beleköltözik	beleköltözök	1372	cvc
besiklik	bešikl	550	cc
beszamárfülezik	besamárfülez	8	cvc
beszívódik	besívód	24122	cvc
betyárkodik	beṯárkod	246	cvc
bevergődik	bevergődök	178	cvc
bevizesedik	bevizešed	459	cvc
cigánykerekezik	cigáṉkerekez	467	cvc
csatlakozódobozik	čatlakozódoboz	7	cvc
csikizik	čikiz	374	cvc
dugványozik	dugváṉoz	152	cvc
dörgölőzik	dörgölődzöm	2068	cvc
dühösködik	dühöšködök	411	cvc
egybedolgozik	eḏbedolgoz	144	cvc
elandalodik	elandalod	522	cvc
elbotladozik	elbotladoz	62	cvc
elerőtlenedik	elerőtlened	889	cvc
elkavarodik	elkavarod	643	cvc
elkámpicsorodik	elkámpičorod	535	cvc
elkínlódik	elkínlód	163	cvc
elközlekedik	elközleked	156	cvc
elnyugszik	elṉugod	1209	cvc
elpoénkodik	elpoénkod	439	cvc
elrejtőzködik	elrejtőzködöm	359	cvc
elszerződik	elserződök	934	cvc
elszigetelődik	elsigetelődök	7287	cvc
elszokik	elsok	7789	cvc
eltelítődik	eltelítődöm	351	cvc
eltemetkezik	eltemetkez	511	cvc
elvillamosozik	elvillamošoz	132	cvc
elvirágzik	elvirágz	2410	cc
elvágyik	elváḏ	560	cvc
elvékonyodik	elvékoṉod	9441	cvc
elálmélkodik	elálmélkod	575	cvc
elárasztódik	elárastód	69	cvc
előjátszik	előjáts	326	cc
előkotorászik	előkotorás	146	cvc
előreküldik	előreküldöm	10	cvc
előzik	előzöm	640	cvc
emberelődik	emberelődök	11	cvc
esküdözik	ešküdözöm	2908	cvc
eszközözik	esközözök	7	cvc
fegyverkezik	feḏverkez	3563	cvc
felajánlkozik	felajánlkoz	701	cvc
felbiciklizik	felbicikliz	69	cvc
felerősödik	felerőšödöm	33583	cvc
felfegyverkezik	felfeḏverkez	10717	cvc
felóvatoskodik	felóvatoškod	16	cvc
feneklik	fenekl	753	cc
fertőződik	fertőződöm	16236	cvc
fölegyenesedik	föleḏenešed	1173	cvc
fölháborodik	fölháborod	1462	cvc
fölöltözik	fölöltözök	377	cvc
fúródik	fúród	8002	cvc
gorombáskodik	gorombáškod	819	cvc
gyerekeskedik	ḏerekešked	1144	cvc
gyűrődik	ḏűrődöm	5974	cvc
halványodik	halváṉod	5957	cvc
hazaautózik	hazaautóz	268	cvc
hazakerekezik	hazakerekez	93	cvc
hazavergődik	hazavergődök	364	cvc
hibernálódik	hibernálód	449	cvc
himbálózik	himbálódz	3641	cc
hátracsúszik	hátračús	1062	cvc
háttértévézik	háttértévéz	18	cvc
idegenedik	idegened	768	cvc
idegesedik	idegešed	82	cvc
ideérkezik	ideérkez	1994	cvc
igázik	igáz	522	cvc
ihletődik	ihletődöm	561	cvc
integrálódik	integrálód	20468	cvc
jelszik	jels	11	cc
kialkudik	kialkud	4260	cvc
kibomlik	kiboml	4441	cc
kiöregedik	kiöreged	6824	cvc
komédiázik	komédiáz	1168	cvc
kontrollozik	kontrolloz	23	cvc
konzolozik	konzoloz	89	cvc
kuktáskodik	kuktáškod	445	cvc
kupálódik	kupálód	393	cvc
kúpozik	kúpoz	39	cvc
küszködik	küsköd	65981	cvc
lealkudik	lealkus	2471	cvc
lebucskázik	lebučkáz	402	cvc
lefoglaltatik	lefoglaltat	317	cvc
letáborozik	letáboroz	132	cvc
leöltözik	leöltözöm	128	cvc
megemelkedik	megemelked	40306	cvc
megmosakszik	megmošakod	3666	cvc
megnyomorodik	megṉomorod	1090	cvc
megnyálazik	megṉálaz	11	cvc
megtáltosodik	megtáltošod	4258	cvc
megátkozik	megátkoz	1866	cvc
megöregedik	megöreged	15551	cvc
mik	m	472	cvc
nekik	neköm	26	cvc
odacsúszik	odačús	329	cvc
odahúzódik	odahúzód	323	cvc
odatelepszik	odateleps	647	cc
odatolakszik	odatolaks	640	cc
oknyomozik	okṉomoz	73	cvc
partizánkodik	partizánkod	302	cvc
pattogzik	pattogz	1049	cc
pizzázik	pizzáz	1650	cvc
radikalizálódik	radikalizálód	3608	cvc
rákászik	rákás	134	cvc
satufékezik	šatufékez	105	cvc
sipítozik	šipítoz	625	cvc
spanyolozik	špaṉoloz	43	cvc
stemplizik	štempliz	127	cvc
szalagozik	salagoz	527	cvc
szembetűnik	sembetűnök	5251	cvc
szerelkezik	serelkez	1781	cvc
szerelvénydobozik	serelvéṉdoboz	7	cvc
szálkásodik	sálkášod	983	cvc
telcsizik	telčiz	69	cvc
tízóraizik	tízóraiz	619	cvc
túlgondoskodik	túlgondoškod	49	cvc
tülekszik	tüleked	3917	cvc
tőzsdézik	tőždéz	548	cvc
vigéckedik	vigécked	265	cvc
visszacsónakázik	vissačónakáz	36	cvc
visszajelentkezik	vissajelentkez	189	cvc
visszatükröződik	vissatükröződöm	6625	cvc
zárójelezik	zárójelez	94	cvc
ágazik	ágaz	11732	cvc
átfolyik	átfoj	6797	cvc
átszerződik	átserződök	1218	cvc
érzelgősködik	érzelgőšködök	229	cvc
összehalászik	össehalás	204	cvc
agarászik	agarás	63	cvc
agyagozik	aḏagoz	815	cvc
algásodik	algášod	733	cvc
alákanyarodik	alákaṉarod	9	cvc
aláöltözik	aláöltözöm	223	cvc
asztaliteniszezik	astalitenisez	940	cvc
avanzsálódik	avanžálód	1429	cvc
balinozik	balinoz	16	cvc
becsukódik	bečukód	6868	cvc
beidegesedik	beidegešed	129	cvc
belebúvik	belebúv	25	cvc
belefosik	belefoš	106	cvc
belefékezik	belefékez	37	cvc
belehízik	belehíz	120	cvc
belekarikázik	belekarikáz	243	cvc
belepréselődik	belepréšelődök	203	cvc
belesodródik	belešodród	2748	cvc
belevörösödik	belevöröšödök	289	cvc
belopódzik	belopódz	1262	cc
besavanyodik	bešavaṉod	327	cvc
bobozik	boboz	739	cvc
centrifugázik	centrifugáz	122	cvc
cigánykodik	cigáṉkod	325	cvc
cseperedik	čepered	13071	cvc
csákányozik	čákáṉoz	112	cvc
csókolózik	čókolódz	18284	cc
csúzlizik	čúzliz	155	cvc
cuccozik	cuccoz	119	cvc
dacoskodik	dacoškod	237	cvc
dartsozik	dartšoz	584	cvc
dánozik	dánoz	11	cvc
elcsöndesedik	elčöndešed	1470	cvc
eldicsekszik	eldičeked	3821	cvc
elfurikázik	elfurikáz	252	cvc
elhanyatlik	elhaṉatl	316	cc
elhiszik	elhisöm	36	cvc
elkészülődik	elkésülődök	131	cvc
elkívánkozik	elkívánkoz	293	cvc
elmaradozik	elmaradoz	2868	cvc
eloszlik	elosl	28449	cc
elpakolászik	elpakolás	113	cvc
elpályázik	elpájáz	333	cvc
eltengődik	eltengődök	308	cvc
eltájékozódik	eltájékozód	374	cvc
elökörködik	elökörködöm	94	cvc
elügyetlenkedik	elüḏetlenked	622	cvc
előreiramodik	előreiramod	22	cvc
engesztelődik	engestelődöm	982	cvc
esküdözik	ešküdözök	2908	cvc
esküszik	ešküs	82803	cvc
felaprózódik	felaprózód	628	cvc
felcsúszik	felčús	2626	cvc
feldogozik	feldogoz	174	cvc
felfőzik	felfőzöm	537	cvc
felhízik	felhíz	406	cvc
felkeveredik	felkevered	467	cvc
felkéredzkedik	felkéredzked	725	cvc
felprogramozik	felprogramoz	93	cvc
fitneszezik	fitnesez	101	cvc
fogódzkodik	fogódzkod	685	cvc
fugázik	fugáz	237	cvc
fölbátorodik	fölbátorod	277	cvc
föllapozik	föllapoz	75	cvc
föltűnik	föltűnök	3765	cvc
gombázik	gombáz	554	cvc
grammozik	grammoz	27	cvc
gumikötelezik	gumikötelez	13	cvc
habarodik	habarod	1327	cvc
handabandázik	handabandáz	577	cvc
hemperedik	hempered	309	cvc
hengeredik	hengered	413	cvc
hiszik	hisöm	66	cvc
hátazik	hátaz	85	cvc
hátrahajlik	hátrahajl	383	cc
idebogarászik	idebogarás	7	cvc
idebújik	idebúj	51	cvc
idefekszik	idefeks	55	cc
involválódik	involválód	338	cvc
karcsúsodik	karčúšod	1804	cvc
katalógusozik	katalógušoz	8	cvc
kenekedik	keneked	141	cvc
keresztülutazik	kerestülutaz	442	cvc
kiengesztelődik	kiengestelődök	1629	cvc
kikocsikázik	kikočikáz	318	cvc
kikívánkozik	kikívánkoz	4787	cvc
kirakodik	kirakod	994	cvc
kistoppolódik	kištoppolód	121	cvc
kióvakodik	kióvakod	154	cvc
koktélozik	koktéloz	1055	cvc
konyakozik	koṉakoz	118	cvc
krosszozik	krossoz	56	cvc
kárpitozik	kárpitoz	1695	cvc
kémlelődik	kémlelődöm	183	cvc
kérezkedik	kérezked	403	cvc
kígyózik	kíḏóz	9592	cvc
költözik	költöz	393996	cvc
körbekérdezősködik	körbekérdezőšködök	107	cvc
körbenézelődik	körbenézelődök	55	cvc
körömlakkozik	körömlakkoz	35	cvc
kötőjelezik	kötőjelez	33	cvc
különköltözik	különköltözök	648	cvc
lebetegedik	lebeteged	4207	cvc
lebirkózik	lebirkóz	198	cvc
lecsatlakozik	lečatlakoz	1947	cvc
lefekszik	lefeksök	77895	cvc
legénykedik	legéṉked	363	cvc
lekalózkodik	lekalózkod	83	cvc
lekívánkozik	lekívánkoz	264	cvc
lemosdik	lemošd	192	cc
lenullázódik	lenullázód	1830	cvc
leromlik	leroml	4172	cc
lesokkolódik	lešokkolód	309	cvc
megalkudik	megalkud	6271	cvc
megfogyatkozik	megfoḏatkoz	4899	cvc
megkívántatik	megkívántat	568	cvc
megmenekszik	megmeneks	603	cc
megtisztálkodik	megtistálkod	354	cvc
meszesedik	mesešed	792	cvc
meztelenkedik	meztelenked	2915	cvc
mérgesedik	mérgešed	1700	cvc
nedvedzik	nedvedz	381	cc
nekifohászkodik	nekifoháskod	151	cvc
nekigyürkőzik	nekiḏürkőzöm	1162	cvc
nekileselkedik	nekilešelked	76	cvc
nememlékszik	nememléks	13	cc
nevelődik	nevelődöm	4747	cvc
nullázódik	nullázód	1550	cvc
odakanyarodik	odakaṉarod	141	cvc
odakucorodik	odakucorod	230	cvc
pocakosodik	pocakošod	159	cvc
porosodik	porošod	15132	cvc
pukedlizik	pukedliz	342	cvc
pukkadozik	pukkadoz	544	cvc
példázódik	példázód	155	cvc
pótkocsizik	pótkočiz	24	cvc
rehabilitálódik	rehabilitálód	685	cvc
rosszabbodik	rossabbod	14933	cvc
rávetődik	rávetődöm	1007	cvc
rögbizik	rögbiz	471	cvc
sablonozik	šablonoz	26	cvc
spárgázik	špárgáz	264	cvc
szegényedik	segéṉed	3561	cvc
szerenádozik	serenádoz	285	cvc
szilikonozik	silikonoz	42	cvc
szállítmányozik	sállítmáṉoz	111	cvc
szétszóródik	sétsóród	17287	cvc
tatozik	tatoz	678	cvc
tevődik	tevődök	46451	cvc
tornyozik	torṉoz	111	cvc
továbbköltözik	továbbköltözöm	348	cvc
transzformálódik	transformálód	1810	cvc
tápoldatozik	tápoldatoz	295	cvc
tébolyodik	tébojod	164	cvc
tégladobozik	tégladoboz	6	cvc
tónusozik	tónušoz	53	cvc
túlgondolkodik	túlgondolkod	260	cvc
ugrálókötelezik	ugrálókötelez	91	cvc
ultrahangozik	ultrahangoz	141	cvc
utánaérdeklődik	utánaérdeklődöm	583	cvc
vakoskodik	vakoškod	297	cvc
vastagodik	vaštagod	4356	cvc
vasútmodellezik	vašútmodellez	25	cvc
villanyozódik	villaṉozód	154	cvc
villámlik	villáml	4477	cc
visszabuszozik	vissabusoz	420	cvc
visszahengeredik	vissahengered	14	cvc
visszatelepszik	vissateleped	567	cvc
visszavergődik	vissavergődök	171	cvc
visszaöltözik	vissaöltözök	405	cvc
visszaúszik	vissaús	714	cvc
viszik	visöm	522	cvc
városozik	várošoz	56	cvc
végigkerekezik	végigkerekez	170	cvc
végigszaglászik	végigsaglás	195	cvc
ágyazódik	áḏazód	6589	cvc
árválkodik	árválkod	7261	cvc
áthajlik	áthajl	422	cc
átiratkozik	átiratkoz	1113	cvc
átkerekezik	átkerekez	393	cvc
érkezik	érkezök	2258874	cvc
ízlik	ízl	62418	cc
öltözik	öltöz	113660	cvc
összekalapozik	össekalapoz	42	cvc
összerakodik	össerakod	58	cvc
összerázkódik	össerázkód	726	cvc
összeszedelőzködik	össesedelőzködöm	375	cvc
összevitatkozik	össevitatkoz	893	cvc
összeölelkezik	össeölelkez	3064	cvc
összeütközik	össeütközök	16145	cvc
újratöltődik	újratöltődöm	983	cvc
agyalódik	aḏalód	22	cvc
aljasodik	aljašod	367	cvc
almozik	almoz	128	cvc
babásodik	babášod	92	cvc
balhézik	balhéz	3340	cvc
bebábozódik	bebábozód	1105	cvc
befolyik	befoj	11577	cvc
behazudik	behazud	800	cvc
bekarikázik	bekarikáz	16	cvc
bekavarodik	bekavarod	91	cvc
belecsodálkozik	belečodálkoz	55	cvc
belefoglaltatik	belefoglaltat	437	cvc
beleimádkozik	beleimádkoz	147	cvc
belemosódik	belemošód	351	cvc
belenyugszik	beleṉugod	16940	cvc
beleomlik	beleoml	172	cc
belevetődik	belevetődök	490	cvc
belevörösödik	belevöröšödöm	289	cvc
beleöltözik	beleöltözöm	143	cvc
berozsdásodik	beroždášod	1773	cvc
beszórakozik	besórakoz	32	cvc
beszökik	besökök	2914	cvc
betakarózik	betakaródz	921	cc
bikázik	bikáz	786	cvc
bonbonozik	bonbonoz	34	cvc
bridzsezik	bridžez	680	cvc
butáskodik	butáškod	585	cvc
bérmálkozik	bérmálkoz	3946	cvc
cicizik	ciciz	988	cvc
cihelődik	cihelődök	461	cvc
csekkezik	čekkez	39	cvc
danolászik	danolás	407	cvc
duhajkodik	duhajkod	777	cvc
dörgölőzik	dörgölőzöm	2068	cvc
edzik	edz	15	cc
egybefolyik	eḏbefoj	2809	cvc
egyszerűsödik	eḏserűšödök	13942	cvc
elbizonytalankodik	elbizoṉtalankod	63	cvc
elbulizik	elbuliz	71	cvc
elkacérkodik	elkacérkod	47	cvc
elkunyizik	elkuṉiz	81	cvc
elkérkedik	elkérked	20	cvc
elkészülődik	elkésülődöm	131	cvc
ellaposodik	ellapošod	6931	cvc
elmagányosodik	elmagáṉošod	1316	cvc
elsavasodik	elšavašod	1442	cvc
elviccelődik	elviccelődök	451	cvc
elátkozik	elátkoz	1178	cvc
elérzékenykedik	elérzékeṉked	10	cvc
előmerészkedik	előmerésked	1858	cvc
előretörekszik	előretöreks	12	cc
emésztődik	eméstődöm	2749	cvc
eszik	esöm	1320365	cvc
faszozik	fasoz	63	cvc
fejeződik	fejeződök	91178	cvc
felbújik	felbúj	7	cvc
felkenődik	felkenődöm	808	cvc
felágaskodik	felágaškod	1454	cvc
fényeskedik	féṉešked	1486	cvc
férkőzik	férkőzök	18255	cvc
fölidegesedik	fölidegešed	10	cvc
föllélegzik	föllélegz	395	cc
fölmagasodik	fölmagašod	148	cvc
fölocsúdik	föločúd	325	cvc
fújódik	fújód	1344	cvc
fülezik	fülez	10	cvc
gyöngyözik	ḏönḏözöm	7379	cvc
gélezik	gélez	21	cvc
hamarkodik	hamarkod	1217	cvc
haszontalankodik	hasontalankod	65	cvc
hitbizik	hitbiz	5	cvc
házimozizik	házimoziz	33	cvc
házik	ház	157	cvc
illetődik	illetődöm	1961	cvc
ingerkedik	ingerked	578	cvc
kacsázik	kačáz	1002	cvc
kalapozik	kalapoz	256	cvc
karagaszik	karagas	6	cvc
kerekesedik	kerekešed	5	cvc
keresztülesik	kerestüleš	400	cvc
kicsinyeskedik	kičiṉešked	254	cvc
kielőzik	kielőzöm	13	cvc
kigömbölyödik	kigömböjödöm	823	cvc
kiimádkozik	kiimádkoz	1045	cvc
kikéredzkedik	kikéredzked	444	cvc
kilopózkodik	kilopózkod	22	cvc
kimosakszik	kimošaks	454	cc
kipecázik	kipecáz	162	cvc
kirajzolódik	kirajzolód	36520	cvc
kitakarodik	kitakarod	899	cvc
kiverekszik	kivereks	1825	cc
kivonódik	kivonód	585	cvc
kivörösödik	kivöröšödök	2424	cvc
klikkesedik	klikkešed	397	cvc
komorodik	komorod	605	cvc
kormozik	kormoz	86	cvc
kuglizik	kugliz	312	cvc
kurválkodik	kurválkod	978	cvc
kétségeskedik	kétšégešked	376	cvc
körbeérdeklődik	körbeérdeklődöm	211	cvc
köszönik	kösön	6	cvc
lealapozik	lealapoz	274	cvc
lecsapódik	lečapód	6972	cvc
lecsillapszik	lečillaps	7189	cc
lefurulyázik	lefurujáz	7	cvc
leimádkozik	leimádkoz	465	cvc
lepkészik	lepkés	59	cvc
lesodródik	lešodród	2981	cvc
lesorjázik	lešorjáz	52	cvc
letiplizik	letipliz	74	cvc
levetődik	levetődöm	119	cvc
leviharzik	leviharz	171	cc
leütközik	leütközöm	366	cvc
lábteniszezik	lábtenisez	145	cvc
magánadományozik	magánadomáṉoz	5	cvc
megadatik	megadat	28316	cvc
megelevenedik	megelevened	26444	cvc
megengesztelődik	megengestelődöm	337	cvc
megesik	megeš	82191	cvc
megkavarodik	megkavarod	596	cvc
megkeveredik	megkevered	460	cvc
megmarkolászik	megmarkolás	117	cvc
megmenekszik	megmeneked	603	cvc
megromlik	megroml	38783	cc
megrészegedik	megréseged	1432	cvc
megszomorodik	megsomorod	831	cvc
megtáviratozik	megtáviratoz	42	cvc
meguzsonnázik	megužonnáz	360	cvc
megvacsizik	megvačiz	191	cvc
mellékuporodik	mellékuporod	49	cvc
mikrofonozik	mikrofonoz	30	cvc
mindenik	mindenikök	14581	cvc
minizik	miniz	15	cvc
munkálódik	munkálód	443	cvc
méredzkedik	méredzked	167	cvc
műszakozik	műsakoz	80	cvc
nekibátorodik	nekibátorod	1056	cvc
nekikészülődik	nekikésülődök	284	cvc
nekivágódik	nekivágód	499	cvc
nemharagszik	nemharags	11	cc
odacsapódik	odačapód	466	cvc
odakéredzkedik	odakéredzked	69	cvc
odavetődik	odavetődök	491	cvc
origamizik	origamiz	150	cvc
osztódik	ostód	9844	cvc
padlódobozik	padlódoboz	5	cvc
pakolódik	pakolód	200	cvc
parizik	pariz	20	cvc
pofizik	pofiz	78	cvc
préselődik	préšelődök	3193	cvc
pultozik	pultoz	228	cvc
párásodik	párášod	2554	cvc
pásztorkodik	pástorkod	549	cvc
rendeződik	rendeződöm	54166	cvc
riadozik	riadoz	733	cvc
rámosolyodik	rámošojod	139	cvc
rátelepszik	ráteleps	8843	cc
ráúszik	ráús	278	cvc
rémlik	réml	33703	cc
részegeskedik	résegešked	709	cvc
sajtosbobozik	šajtošboboz	5	cvc
szakadozik	sakadoz	6941	cvc
szellemeskedik	sellemešked	583	cvc
szeparálódik	separálód	557	cvc
szeszélyeskedik	seséješked	83	cvc
szétfoszlik	sétfosl	3128	cc
szólamlik	sólaml	143	cc
tagozódik	tagozód	7570	cvc
terelődik	terelődök	17644	cvc
tesizik	tešiz	110	cvc
teszik	tesöm	172	cvc
trükközik	trükközök	6339	cvc
tudakozik	tudakoz	468	cvc
törvénykezik	törvéṉkez	940	cvc
túlcsúszik	túlčús	619	cvc
túlöltözik	túlöltözök	1182	cvc
tülekszik	tüleks	3917	cc
tőszik	tős	5	cvc
utánanyomozik	utánaṉomoz	33	cvc
varázsolódik	varážolód	927	cvc
visszaautózik	vissaautóz	295	cvc
visszairamlik	vissairaml	11	cc
visszamerészkedik	vissamerésked	400	cvc
visszasodródik	vissašodród	216	cvc
vádlizik	vádliz	36	cvc
végigbiciklizik	végigbicikliz	104	cvc
végigbringázik	végigbringáz	66	cvc
átalszik	átalus	10009	cvc
átelmélkedik	átelmélked	529	cvc
átkapaszkodik	átkapaskod	202	cvc
átkompozik	átkompoz	299	cvc
átnedvesedik	átnedvešed	3188	cvc
átszegeződik	átsegeződöm	5	cvc
átverekszik	átvereks	5986	cc
érdeklődik	érdeklőd	362506	cvc
érzik	érzök	3268	cvc
íródik	íród	102757	cvc
összeesküszik	össeešküdök	3759	cvc
összehangolódik	össehangolód	2618	cvc
összekucorodik	össekucorod	491	cvc
összekészülődik	össekésülődöm	365	cvc
összeugrik	össeugr	2528	cc
összeálmodik	össeálmod	100	cvc
özönlik	özönlök	18470	cvc
újracsalizik	újračaliz	44	cvc
újracsatlakozik	újračatlakoz	290	cvc
újrajelentkezik	újrajelentkez	49	cvc
újrakapcsolódik	újrakapčolód	219	cvc
ügyvédkedik	üḏvédked	263	cvc
üresedik	ürešed	2026	cvc
őrizik	őriz	1060	cvc
agyonmérgelődik	aḏonmérgelődöm	5	cvc
akaratoskodik	akaratoškod	199	cvc
aktiválódik	aktiválód	26386	cvc
aljaskodik	aljaškod	150	cvc
aláöltözik	aláöltözök	223	cvc
atyáskodik	aṯáškod	525	cvc
babakocsizik	babakočiz	95	cvc
basáskodik	bašáškod	547	cvc
beférkőzik	beférkőzök	6758	cvc
begömbölyödik	begömböjödök	110	cvc
bejáródik	bejáród	393	cvc
bekuporodik	bekuporod	221	cvc
beleakaszkodik	beleakaskod	214	cvc
beledilizik	belediliz	39	cvc
belehazudik	belehazud	706	cvc
belekáromkodik	belekáromkod	21	cvc
beleskelődik	beleškelődöm	85	cvc
beleügyeskedik	beleüḏešked	167	cvc
bemerevedik	bemereved	721	cvc
bemosakszik	bemošaks	358	cc
beszökik	besököm	2914	cvc
betelepszik	beteleps	1776	cc
bevergődik	bevergődöm	178	cvc
beálmosodik	beálmošod	55	cvc
beóvakodik	beóvakod	378	cvc
billentyűparancsozik	billenṯűparančoz	4	cvc
bucskázik	bučkáz	706	cvc
bundázik	bundáz	601	cvc
békétlenkedik	békétlenked	301	cvc
böngészik	böngésöm	9773	cvc
büdösödik	büdöšödök	1381	cvc
cipekedik	cipeks	4233	cc
civakodik	civakod	2972	cvc
civódik	civód	735	cvc
csesződik	česődöm	159	cvc
csikkezik	čikkez	16	cvc
csilizik	čiliz	20	cvc
csintalankodik	čintalankod	492	cvc
csontozik	čontoz	202	cvc
devizahitelezik	devizahitelez	7	cvc
domborodik	domborod	6046	cvc
dombozik	domboz	39	cvc
dzsungelezik	džungelez	10	cvc
dízelezik	dízelez	19	cvc
elbogarászik	elbogarás	106	cvc
elcsalinkázik	elčalinkáz	57	cvc
elemésztődik	eleméstődöm	150	cvc
elfészkelődik	elféskelődöm	125	cvc
elkocsikázik	elkočikáz	581	cvc
elmosódik	elmošód	12684	cvc
elosztódobozik	elostódoboz	4	cvc
elpirosodik	elpirošod	175	cvc
elportyázik	elporṯáz	19	cvc
elszarakodik	elsarakod	91	cvc
elszemtelenedik	elsemtelened	948	cvc
elszomorkodik	elsomorkod	78	cvc
eltántorodik	eltántorod	590	cvc
eltúrázik	eltúráz	183	cvc
elundorodik	elundorod	163	cvc
elviccelődik	elviccelődöm	451	cvc
elvitorlázik	elvitorláz	562	cvc
elérzékenyedik	elérzékeṉed	368	cvc
előrecsúszik	előrečús	557	cvc
előretolakszik	előretolaks	209	cc
erőtlenedik	erőtlened	223	cvc
evickélődik	evickélődöm	6	cvc
ezermesterkedik	ezermešterked	115	cvc
fagylaltozik	faḏlaltoz	907	cvc
fajtalankodik	fajtalankod	1945	cvc
falugazdázik	falugazdáz	4	cvc
fehérlik	fehérl	3574	cc
fejeződik	fejeződ	91178	cvc
felbánik	felbán	4	cvc
felcsimpaszkodik	felčimpaskod	146	cvc
felerősödik	felerőšödök	33583	cvc
felfejlődik	felfejlődöm	1961	cvc
felhozakodik	felhozakod	26	cvc
felhúzódik	felhúzód	1312	cvc
felizzik	felizz	3795	cc
felkavarodik	felkavarod	2674	cvc
felkínlódik	felkínlód	137	cvc
felkínálkozik	felkínálkoz	561	cvc
felmelegedik	felmeleged	16963	cvc
felnövekszik	felnöveks	2445	cc
felszökik	felsököm	4649	cvc
feltotojázik	feltotojáz	4	cvc
feltűnősködik	feltűnőšködöm	597	cvc
fikázódik	fikázód	175	cvc
fintorodik	fintorod	412	cvc
fiik	fi	10	cvc
foltosodik	foltošod	1089	cvc
forrósodik	forróšod	4210	cvc
fáslizik	fášliz	258	cvc
földik	földöm	5	cvc
fölkúszik	fölkús	287	cvc
föloldódik	föloldód	684	cvc
fölvilágosodik	fölvilágošod	47	cvc
gipszkartonozik	gipskartonoz	43	cvc
gombolkozik	gombolkoz	261	cvc
gubancolódik	gubancolód	1547	cvc
gyűrődik	ḏűrődök	5974	cvc
gáncsoskodik	gánčoškod	430	cvc
gémberedik	gémbered	379	cvc
habzik	habz	11630	cc
harmatozik	harmatoz	60	cvc
hazasettenkedik	hazašettenked	11	cvc
hempergőzik	hempergőzök	284	cvc
hozzáöregszik	hozzáöregs	36	cc
hátrahanyatlik	hátrahaṉatl	368	cc
idehazudik	idehazud	33	cvc
ideszokik	idesok	424	cvc
idetelepszik	ideteleps	145	cc
idetolakszik	idetolakod	86	cvc
indulatoskodik	indulatoškod	171	cvc
intervallumozik	intervallumoz	10	cvc
inzulinozik	inzulinoz	50	cvc
izgágáskodik	izgágáškod	102	cvc
jólesik	jóleš	54288	cvc
kakaskodik	kakaškod	935	cvc
katonáskodik	katonáškod	2521	cvc
keresztelkedik	kerestelked	5156	cvc
kettéválik	kettévál	8640	cvc
kidülleszkedik	kidüllesked	16	cvc
kifényesedik	kiféṉešed	1501	cvc
kigömbölyödik	kigömböjödök	823	cvc
kijelzik	kijelz	5	cc
kikosarazik	kikošaraz	182	cvc
kilopódzik	kilopódz	317	cc
kimagaslik	kimagašl	5924	cc
kipontozódik	kipontozód	2646	cvc
kirekesztődik	kirekestődöm	1062	cvc
kisvasutazik	kišvašutaz	305	cvc
kivetődik	kivetődöm	760	cvc
kivágyódik	kiváḏód	21	cvc
kiügyeskedik	kiüḏešked	598	cvc
