variation	base	category	suffix	input	output1	output
cselekszenek/cselekednek	telepszik	low	ünk	telepsiK	telepedünk	telepedVnk
cselekszenek/cselekednek	telepszik	high	ünk	telepsiK	telepedünk	telepedVnk
cselekszenek/cselekednek	aprózódik	low	nek	aprózódiK	aprózódnak	aprózódnVk
cselekszenek/cselekednek	himbálózik	low	nek	himbálóziK	himbálódznak	himbálódznVk
cselekszenek/cselekednek	keményedik	low	tek	keméṉediK	keméṉedtek	keméṉedtVk
cselekszenek/cselekednek	mutyizik	low	nek	muṯiziK	muṯiznak	muṯiznVk
cselekszenek/cselekednek	piroslik	high	nek	pirošliK	pirošlanak	pirošlVnVk
cselekszenek/cselekednek	ringatózik	low	ünk	ringatóziK	ringatózunk	ringatózVnk
cselekszenek/cselekednek	tempózik	low	nek	tempóziK	tempóznak	tempóznVk
cselekszenek/cselekednek	teniszezik	low	tek	teniseziK	teniseztek	teniseztVk
cselekszenek/cselekednek	kocsikázik	low	ünk	kočikáziK	kočikázunk	kočikázVnk
cselekszenek/cselekednek	szökik	low	ünk	sökiK	sökünk	sökVnk
cselekszenek/cselekednek	tusakodik	low	nek	tušakodiK	tušakodnak	tušakodnVk
cselekszenek/cselekednek	lottózik	low	nek	lottóziK	lottóznak	lottóznVk
cselekszenek/cselekednek	rakodik	low	ünk	rakodiK	rakodunk	rakodVnk
cselekszenek/cselekednek	színesedik	low	tek	sínešediK	sínešedtek	sínešedtVk
cselekszenek/cselekednek	bíbelődik	low	ünk	bíbelődiK	bíbelődünk	bíbelődVnk
cselekszenek/cselekednek	diplomázik	low	nek	diplomáziK	diplomáznak	diplomáznVk
cselekszenek/cselekednek	hálálkodik	low	nek	hálálkodiK	hálálkodnak	hálálkodnVk
cselekszenek/cselekednek	dudorodik	low	nek	dudorodiK	dudorodnak	dudorodnVk
cselekszenek/cselekednek	igyekszik	high	ünk	iḏeksiK	iḏeksunk	iḏeksVnk
cselekszenek/cselekednek	igyekszik	low	ünk	iḏeksiK	iḏeksunk	iḏeksVnk
cselekszenek/cselekednek	okosodik	low	ünk	okošodiK	okošodunk	okošodVnk
cselekszenek/cselekednek	pecázik	low	nek	pecáziK	pecáznak	pecáznVk
cselekszenek/cselekednek	zuhanyozik	low	ünk	zuhaṉoziK	zuhaṉzunk	zuhaṉzVnk
cselekszenek/cselekednek	örömködik	low	ünk	örömködiK	örömködünk	örömködVnk
cselekszenek/cselekednek	gyűlik	low	tek	ḏűliK	ḏűltek	ḏűltVk
cselekszenek/cselekednek	hámlik	high	nek	hámliK	hámlanak	hámlVnVk
cselekszenek/cselekednek	halálozik	low	nek	haláloziK	haláloznak	haláloznVk
cselekszenek/cselekednek	kászálódik	low	ünk	kásálódiK	kásálódunk	kásálódVnk
cselekszenek/cselekednek	takarodik	low	nek	takarodiK	takarodnak	takarodnVk
cselekszenek/cselekednek	kezeskedik	low	ünk	kezeškediK	kezeškedünk	kezeškedVnk
cselekszenek/cselekednek	fanyalodik	low	nek	faṉalodiK	faṉalodnak	faṉalodnVk
cselekszenek/cselekednek	érzik	low	tek	érziK	érzetek	érzVtVk
cselekszenek/cselekednek	esedezik	low	tek	ešedeziK	ešedeztek	ešedeztVk
cselekszenek/cselekednek	mosdik	high	nek	mošdiK	mošdanak	mošdVnVk
cselekszenek/cselekednek	bicajozik	low	nek	bicajoziK	bicajoznak	bicajoznVk
cselekszenek/cselekednek	tűzik	low	nek	tűziK	tűznek	tűznVk
cselekszenek/cselekednek	tolakszik	high	nek	tolaksiK	tolaksanak	tolaksVnVk
cselekszenek/cselekednek	tolakszik	low	nek	tolaksiK	tolaksanak	tolaksVnVk
cselekszenek/cselekednek	golfozik	low	nek	golfoziK	golfoznak	golfoznVk
cselekszenek/cselekednek	hangolódik	low	tek	hangolódiK	hangolódtok	hangolódtVk
cselekszenek/cselekednek	kamaszodik	low	nek	kamasodiK	kamasodnak	kamasodnVk
cselekszenek/cselekednek	álmélkodik	low	nek	álmélkodiK	álmélkodnak	álmélkodnVk
cselekszenek/cselekednek	nemesedik	low	tek	nemešediK	nemešedtek	nemešedtVk
cselekszenek/cselekednek	súlyozik	low	ünk	šújoziK	šújozunk	šújozVnk
cselekszenek/cselekednek	várakozik	low	tek	várakoziK	várakoztok	várakoztVk
cselekszenek/cselekednek	hazudozik	low	ünk	hazudoziK	hazudozunk	hazudozVnk
cselekszenek/cselekednek	állítódik	low	nek	állítódiK	állítódnak	állítódnVk
cselekszenek/cselekednek	gazdagodik	low	tek	gazdagodiK	gazdagodtok	gazdagodtVk
cselekszenek/cselekednek	kéklik	high	nek	kékliK	kéklenek	kéklVnVk
cselekszenek/cselekednek	meszesedik	low	nek	mesešediK	mesešednek	mesešednVk
cselekszenek/cselekednek	parázslik	high	nek	parážliK	parážlanak	parážlVnVk
cselekszenek/cselekednek	fáradozik	low	tek	fáradoziK	fáradoztok	fáradoztVk
cselekszenek/cselekednek	haknizik	low	nek	hakniziK	hakniznak	hakniznVk
cselekszenek/cselekednek	iramlik	high	nek	iramliK	iramlanak	iramlVnVk
cselekszenek/cselekednek	keseredik	low	tek	kešerediK	kešeredtek	kešeredtVk
cselekszenek/cselekednek	lélegzik	high	nek	lélegziK	lélegzenek	lélegzVnVk
cselekszenek/cselekednek	példálózik	low	ünk	példálóziK	példálózunk	példálózVnk
cselekszenek/cselekednek	bukik	low	tek	bukiK	buktok	buktVk
cselekszenek/cselekednek	bátorkodik	low	nek	bátorkodiK	bátorkodnak	bátorkodnVk
cselekszenek/cselekednek	hazudozik	low	tek	hazudoziK	hazudoztok	hazudoztVk
cselekszenek/cselekednek	magázódik	low	ünk	magázódiK	magázódunk	magázódVnk
cselekszenek/cselekednek	vesződik	low	ünk	vesődiK	vesődünk	vesődVnk
cselekszenek/cselekednek	viaskodik	low	ünk	viaškodiK	viaškodunk	viaškodVnk
cselekszenek/cselekednek	vágyódik	low	tek	váḏódiK	váḏódtok	váḏódtVk
cselekszenek/cselekednek	bulizik	low	tek	buliziK	buliztok	buliztVk
cselekszenek/cselekednek	bíráskodik	low	nek	bíráškodiK	bíráškodnak	bíráškodnVk
cselekszenek/cselekednek	nullázódik	low	nek	nullázódiK	nullázódnak	nullázódnVk
cselekszenek/cselekednek	gazdagodik	low	nek	gazdagodiK	gazdagsanak	gazdagsVnVk
cselekszenek/cselekednek	hullámzik	high	ünk	hullámziK	hullámzunk	hullámzVnk
cselekszenek/cselekednek	borsozik	low	ünk	boršoziK	boršozunk	boršozVnk
cselekszenek/cselekednek	fagyizik	low	nek	faḏiziK	faḏiznak	faḏiznVk
cselekszenek/cselekednek	futamodik	low	nek	futamodiK	futamodnak	futamodnVk
cselekszenek/cselekednek	szopizik	low	ünk	sopiziK	sopizunk	sopizVnk
cselekszenek/cselekednek	tépelődik	low	ünk	tépelődiK	tépelődünk	tépelődVnk
cselekszenek/cselekednek	tatozik	low	nek	tatoziK	tatoznak	tatoznVk
cselekszenek/cselekednek	váltódik	low	nek	váltódiK	váltódnak	váltódnVk
cselekszenek/cselekednek	töredezik	low	tek	töredeziK	töredeztek	töredeztVk
cselekszenek/cselekednek	ékeskedik	low	tek	ékeškediK	ékeškedtek	ékeškedtVk
cselekszenek/cselekednek	élesedik	low	tek	élešediK	élešedtek	élešedtVk
cselekszenek/cselekednek	fodrozódik	low	nek	fodrozódiK	fodrozódnak	fodrozódnVk
cselekszenek/cselekednek	fésülködik	low	nek	féšülködiK	féšülködnek	féšülködnVk
cselekszenek/cselekednek	művelődik	low	nek	művelődiK	művelődnek	művelődnVk
cselekszenek/cselekednek	nekiugrik	high	nek	nekiugriK	nekiugranak	nekiugrVnVk
cselekszenek/cselekednek	pipázik	low	nek	pipáziK	pipáznak	pipáznVk
cselekszenek/cselekednek	rogyadozik	low	nek	roḏadoziK	roḏadoznak	roḏadoznVk
cselekszenek/cselekednek	uralkodik	low	tek	uralkodiK	uralkodtok	uralkodtVk
cselekszenek/cselekednek	keseredik	low	nek	kešerediK	kešerednek	kešerednVk
cselekszenek/cselekednek	mosakszik	low	ünk	mošaksiK	mošaksunk	mošaksVnk
cselekszenek/cselekednek	mosakszik	high	ünk	mošaksiK	mošaksunk	mošaksVnk
cselekszenek/cselekednek	sütkérezik	low	ünk	šütkéreziK	šütkérezünk	šütkérezVnk
cselekszenek/cselekednek	bujdosik	low	nek	bujdošiK	bujdošnak	bujdošnVk
cselekszenek/cselekednek	feketézik	low	nek	feketéziK	feketéznek	feketéznVk
cselekszenek/cselekednek	búvárkodik	low	ünk	búvárkodiK	búvárkodunk	búvárkodVnk
cselekszenek/cselekednek	rimánkodik	low	nek	rimánkodiK	rimánkodnak	rimánkodnVk
cselekszenek/cselekednek	búslakodik	low	nek	búšlakodiK	búšlakodnak	búšlakodnVk
cselekszenek/cselekednek	hahotázik	low	nek	hahotáziK	hahotáznak	hahotáznVk
cselekszenek/cselekednek	homokozik	low	nek	homokoziK	homokoznak	homokoznVk
cselekszenek/cselekednek	képzelődik	low	ünk	képzelődiK	képzelődünk	képzelődVnk
cselekszenek/cselekednek	ugrik	high	nek	ugriK	ugornak	ugornVk
cselekszenek/cselekednek	űzik	low	nek	űziK	űznek	űznVk
cselekszenek/cselekednek	pacsizik	low	nek	pačiziK	pačiznak	pačiznVk
cselekszenek/cselekednek	ténykedik	low	ünk	téṉkediK	téṉkedünk	téṉkedVnk
cselekszenek/cselekednek	bűnözik	low	ünk	bűnöziK	bűnözünk	bűnözVnk
cselekszenek/cselekednek	buzizik	low	nek	buziziK	buziznak	buziznVk
cselekszenek/cselekednek	grillezik	low	tek	grilleziK	grilleztek	grilleztVk
cselekszenek/cselekednek	sorakozik	low	ünk	šorakoziK	šorakozunk	šorakozVnk
cselekszenek/cselekednek	vetkőzik	low	ünk	vetkőziK	vetkőzünk	vetkőzVnk
cselekszenek/cselekednek	vételezik	low	tek	vételeziK	vételeztek	vételeztVk
cselekszenek/cselekednek	gyülemlik	high	nek	ḏülemliK	ḏülemlenek	ḏülemlVnVk
cselekszenek/cselekednek	izolálódik	low	nek	izolálódiK	izolálódnak	izolálódnVk
cselekszenek/cselekednek	bandázik	low	ünk	bandáziK	bandázunk	bandázVnk
cselekszenek/cselekednek	kacarászik	low	nek	kacarásiK	kacarásnak	kacarásnVk
cselekszenek/cselekednek	költekezik	low	tek	költekeziK	költekeztek	költekeztVk
cselekszenek/cselekednek	folyik	low	ünk	fojiK	fojunk	fojVnk
cselekszenek/cselekednek	malmozik	low	nek	malmoziK	malmoznak	malmoznVk
cselekszenek/cselekednek	tanúskodik	low	ünk	tanúškodiK	tanúškodunk	tanúškodVnk
cselekszenek/cselekednek	taxizik	low	nek	taxiziK	taxiznak	taxiznVk
cselekszenek/cselekednek	cipekedik	low	nek	cipekediK	cipekednek	cipekednVk
cselekszenek/cselekednek	civódik	low	nek	civódiK	civódnak	civódnVk
cselekszenek/cselekednek	kamerázik	low	nek	kameráziK	kameráznak	kameráznVk
cselekszenek/cselekednek	pásztázik	low	nek	pástáziK	pástáznak	pástáznVk
cselekszenek/cselekednek	tűnődik	low	tek	tűnődiK	tűnődtök	tűnődtVk
cselekszenek/cselekednek	habarodik	low	nek	habarodiK	habarodnak	habarodnVk
cselekszenek/cselekednek	iramodik	low	nek	iramodiK	iramodnak	iramodnVk
cselekszenek/cselekednek	lökődik	low	nek	lökődiK	lökődnek	lökődnVk
cselekszenek/cselekednek	cigizik	low	ünk	cigiziK	cigizünk	cigizVnk
cselekszenek/cselekednek	mozizik	low	nek	moziziK	moziznak	moziznVk
cselekszenek/cselekednek	pereskedik	low	ünk	pereškediK	pereškedünk	pereškedVnk
cselekszenek/cselekednek	takarózik	low	ünk	takaróziK	takarózunk	takarózVnk
cselekszenek/cselekednek	telítődik	low	ünk	telítődiK	telítődünk	telítődVnk
cselekszenek/cselekednek	kapálózik	low	ünk	kapálóziK	kapálózunk	kapálózVnk
cselekszenek/cselekednek	pirosodik	low	nek	pirošodiK	pirošodnak	pirošodnVk
cselekszenek/cselekednek	porzik	high	nek	porziK	porzanak	porzVnVk
cselekszenek/cselekednek	bokrosodik	low	nek	bokrošodiK	bokrošodnak	bokrošodnVk
cselekszenek/cselekednek	társasozik	low	nek	táršašoziK	táršašoznak	táršašoznVk
cselekszenek/cselekednek	vívódik	low	ünk	vívódiK	vívódunk	vívódVnk
cselekszenek/cselekednek	fulladozik	low	ünk	fulladoziK	fulladozunk	fulladozVnk
cselekszenek/cselekednek	hadonászik	low	ünk	hadonásiK	hadonásunk	hadonásVnk
cselekszenek/cselekednek	huzakodik	low	nek	huzakodiK	huzakodnak	huzakodnVk
cselekszenek/cselekednek	foltosodik	low	nek	foltošodiK	foltošodnak	foltošodnVk
cselekszenek/cselekednek	díszlik	high	tek	dísliK	dísletek	díslVtVk
cselekszenek/cselekednek	karikázik	low	ünk	karikáziK	karikázunk	karikázVnk
cselekszenek/cselekednek	nyáladzik	high	nek	ṉáladziK	ṉáladzanak	ṉáladzVnVk
cselekszenek/cselekednek	aszalódik	low	nek	asalódiK	asalódnak	asalódnVk
cselekszenek/cselekednek	pofozkodik	low	nek	pofozkodiK	pofozkodnak	pofozkodnVk
cselekszenek/cselekednek	vetemedik	low	ünk	vetemediK	vetemedünk	vetemedVnk
cselekszenek/cselekednek	ájuldozik	low	nek	ájuldoziK	ájuldoznak	ájuldoznVk
cselekszenek/cselekednek	dogozik	low	ünk	dogoziK	dogozunk	dogozVnk
cselekszenek/cselekednek	folyamodik	low	tek	fojamodiK	fojamodtok	fojamodtVk
cselekszenek/cselekednek	kunkorodik	low	nek	kunkorodiK	kunkorodnak	kunkorodnVk
cselekszenek/cselekednek	magázódik	low	nek	magázódiK	magázódnak	magázódnVk
cselekszenek/cselekednek	omlik	high	nek	omliK	omolnak	omolnVk
cselekszenek/cselekednek	sztorizik	low	nek	storiziK	storiznak	storiznVk
cselekszenek/cselekednek	fűzik	low	nek	fűziK	fűznek	fűznVk
cselekszenek/cselekednek	keseredik	low	ünk	kešerediK	kešeredünk	kešeredVnk
cselekszenek/cselekednek	komédiázik	low	nek	komédiáziK	komédiáznak	komédiáznVk
cselekszenek/cselekednek	üresedik	low	nek	ürešediK	ürešednek	ürešednVk
cselekszenek/cselekednek	bányászik	low	ünk	báṉásiK	báṉásunk	báṉásVnk
cselekszenek/cselekednek	ejtőzik	low	nek	ejtőziK	ejtőznek	ejtőznVk
cselekszenek/cselekednek	italozik	low	nek	italoziK	italoznak	italoznVk
cselekszenek/cselekednek	laposodik	low	nek	lapošodiK	lapošodnak	lapošodnVk
cselekszenek/cselekednek	morgolódik	low	ünk	morgolódiK	morgolódunk	morgolódVnk
cselekszenek/cselekednek	áramlik	high	ünk	áramliK	áramlunk	áramlVnk
cselekszenek/cselekednek	ökörködik	low	nek	ökörködiK	ökörködnek	ökörködnVk
cselekszenek/cselekednek	izmosodik	low	nek	izmošodiK	izmošodnak	izmošodnVk
cselekszenek/cselekednek	kérkedik	low	ünk	kérkediK	kérkedünk	kérkedVnk
cselekszenek/cselekednek	nyiladozik	low	nek	ṉiladoziK	ṉiladoznak	ṉiladoznVk
cselekszenek/cselekednek	tűzik	low	tek	tűziK	tűztek	tűztVk
cselekszenek/cselekednek	utálkozik	low	nek	utálkoziK	utálkoznak	utálkoznVk
cselekszenek/cselekednek	úszik	low	tek	úsiK	ústok	ústVk
cselekszenek/cselekednek	hancúrozik	low	ünk	hancúroziK	hancúrozunk	hancúrozVnk
cselekszenek/cselekednek	heverészik	low	ünk	heverésiK	heverésünk	heverésVnk
cselekszenek/cselekednek	nyűglődik	low	nek	ṉűglődiK	ṉűglődnek	ṉűglődnVk
cselekszenek/cselekednek	telik	low	ünk	teliK	telünk	telVnk
cselekszenek/cselekednek	tiltakozik	low	tek	tiltakoziK	tiltakoztok	tiltakoztVk
cselekszenek/cselekednek	ámuldozik	low	nek	ámuldoziK	ámuldoznak	ámuldoznVk
cselekszenek/cselekednek	bábozik	low	ünk	báboziK	bábozunk	bábozVnk
cselekszenek/cselekednek	fotózik	low	tek	fotóziK	fotóztok	fotóztVk
cselekszenek/cselekednek	tipródik	low	nek	tipródiK	tipródnak	tipródnVk
cselekszenek/cselekednek	veselkedik	low	nek	vešelkediK	vešelkednek	vešelkednVk
cselekszenek/cselekednek	csalódik	low	tek	čalódiK	čalódtok	čalódtVk
cselekszenek/cselekednek	házasodik	low	tek	házašodiK	házašodtok	házašodtVk
cselekszenek/cselekednek	művelődik	low	ünk	művelődiK	művelődünk	művelődVnk
cselekszenek/cselekednek	heveredik	low	tek	heverediK	heveredtek	heveredtVk
cselekszenek/cselekednek	hibázik	low	tek	hibáziK	hibáztok	hibáztVk
cselekszenek/cselekednek	kotorászik	low	ünk	kotorásiK	kotorásunk	kotorásVnk
cselekszenek/cselekednek	puskázik	low	nek	puškáziK	puškáznak	puškáznVk
cselekszenek/cselekednek	fukarkodik	low	ünk	fukarkodiK	fukarkodunk	fukarkodVnk
cselekszenek/cselekednek	fényesedik	low	nek	féṉešediK	féṉešednek	féṉešednVk
cselekszenek/cselekednek	hintázik	low	ünk	hintáziK	hintázunk	hintázVnk
cselekszenek/cselekednek	képzelődik	low	nek	képzelődiK	képzelődnek	képzelődnVk
cselekszenek/cselekednek	fekszik	high	nek	feksiK	feküdnek	feküdnVk
cselekszenek/cselekednek	fekszik	low	nek	feksiK	feküdnek	feküdnVk
cselekszenek/cselekednek	győzik	low	nek	ḏőziK	ḏőznek	ḏőznVk
cselekszenek/cselekednek	gyűlik	low	tek	ḏűliK	ḏűltök	ḏűltVk
cselekszenek/cselekednek	koszorúzik	low	ünk	kosorúziK	kosorúzunk	kosorúzVnk
cselekszenek/cselekednek	mérkőzik	low	tek	mérkőziK	mérkőztek	mérkőztVk
cselekszenek/cselekednek	cicózik	low	nek	cicóziK	cicóznak	cicóznVk
cselekszenek/cselekednek	divatozik	low	nek	divatoziK	divatoznak	divatoznVk
cselekszenek/cselekednek	gyanakszik	high	ünk	ḏanaksiK	ḏanakodunk	ḏanakodVnk
cselekszenek/cselekednek	gyanakszik	low	ünk	ḏanaksiK	ḏanakodunk	ḏanakodVnk
cselekszenek/cselekednek	komcsizik	low	nek	komčiziK	komčiznak	komčiznVk
cselekszenek/cselekednek	részegedik	low	nek	résegediK	résegednek	résegednVk
cselekszenek/cselekednek	vöröslik	low	nek	vöröšliK	vöröšlenek	vöröšlVnVk
cselekszenek/cselekednek	hajókázik	low	nek	hajókáziK	hajókáznak	hajókáznVk
cselekszenek/cselekednek	járőrözik	low	ünk	járőröziK	járőrözünk	járőrözVnk
cselekszenek/cselekednek	vadászik	low	tek	vadásiK	vadástok	vadástVk
cselekszenek/cselekednek	ülepszik	low	tek	ülepsiK	ülepedtek	ülepedtVk
cselekszenek/cselekednek	esküszik	low	tek	ešküsiK	ešküstök	ešküstVk
cselekszenek/cselekednek	futkározik	low	ünk	futkároziK	futkározunk	futkározVnk
cselekszenek/cselekednek	lopózik	low	nek	lopóziK	lopóznak	lopóznVk
cselekszenek/cselekednek	dicsekszik	high	ünk	dičeksiK	dičekedünk	dičekedVnk
cselekszenek/cselekednek	dicsekszik	low	ünk	dičeksiK	dičekedünk	dičekedVnk
cselekszenek/cselekednek	partizik	low	nek	partiziK	partiznak	partiznVk
cselekszenek/cselekednek	bűnhődik	low	ünk	bűnhődiK	bűnhődünk	bűnhődVnk
cselekszenek/cselekednek	döglődik	low	nek	döglődiK	döglődnek	döglődnVk
cselekszenek/cselekednek	korosodik	low	nek	korošodiK	korošodnak	korošodnVk
cselekszenek/cselekednek	sugárzik	high	nek	šugárziK	šugárzanak	šugárzVnVk
cselekszenek/cselekednek	sztorizik	low	ünk	storiziK	storizunk	storizVnk
cselekszenek/cselekednek	törődik	low	tek	törődiK	törődtek	törődtVk
cselekszenek/cselekednek	kaparászik	low	nek	kaparásiK	kaparásnak	kaparásnVk
cselekszenek/cselekednek	komolyodik	low	nek	komojodiK	komojodnak	komojodnVk
cselekszenek/cselekednek	pakolászik	low	nek	pakolásiK	pakolásnak	pakolásnVk
cselekszenek/cselekednek	baszakodik	low	nek	basakodiK	basakodnak	basakodnVk
cselekszenek/cselekednek	kémkedik	low	ünk	kémkediK	kémkedünk	kémkedVnk
cselekszenek/cselekednek	tojik	low	ünk	tojiK	tojunk	tojVnk
cselekszenek/cselekednek	alszik	high	ünk	alsiK	alusunk	alusVnk
cselekszenek/cselekednek	alszik	low	ünk	alsiK	alusunk	alusVnk
cselekszenek/cselekednek	ocsúdik	low	ünk	očúdiK	očúdunk	očúdVnk
cselekszenek/cselekednek	porlik	high	nek	porliK	porlanak	porlVnVk
cselekszenek/cselekednek	zúgolódik	low	ünk	zúgolódiK	zúgolódunk	zúgolódVnk
cselekszenek/cselekednek	hüledezik	low	ünk	hüledeziK	hüledezünk	hüledezVnk
cselekszenek/cselekednek	taktikázik	low	ünk	taktikáziK	taktikázunk	taktikázVnk
cselekszenek/cselekednek	tőzsdézik	low	nek	tőždéziK	tőždéznek	tőždéznVk
cselekszenek/cselekednek	pecázik	low	ünk	pecáziK	pecázunk	pecázVnk
cselekszenek/cselekednek	viszonylik	high	nek	visoṉliK	visoṉlanak	visoṉlVnVk
cselekszenek/cselekednek	fiatalodik	low	ünk	fiatalodiK	fiatalodunk	fiatalodVnk
cselekszenek/cselekednek	gabalyodik	low	ünk	gabajodiK	gabajodunk	gabajodVnk
cselekszenek/cselekednek	hervadozik	low	nek	hervadoziK	hervadoznak	hervadoznVk
cselekszenek/cselekednek	mosakszik	low	nek	mošaksiK	mošaksanak	mošaksVnVk
cselekszenek/cselekednek	mosakszik	high	nek	mošaksiK	mošaksanak	mošaksVnVk
cselekszenek/cselekednek	sápítozik	low	nek	šápítoziK	šápítoznak	šápítoznVk
cselekszenek/cselekednek	cikázik	low	ünk	cikáziK	cikázunk	cikázVnk
cselekszenek/cselekednek	fésülködik	low	ünk	féšülködiK	féšülködünk	féšülködVnk
cselekszenek/cselekednek	nyomakodik	low	nek	ṉomakodiK	ṉomakodnak	ṉomakodnVk
cselekszenek/cselekednek	tipródik	low	ünk	tipródiK	tipródunk	tipródVnk
cselekszenek/cselekednek	tollasodik	low	nek	tollašodiK	tollašodnak	tollašodnVk
cselekszenek/cselekednek	vigadozik	low	nek	vigadoziK	vigadoznak	vigadoznVk
cselekszenek/cselekednek	zsírosodik	low	nek	žírošodiK	žírošodnak	žírošodnVk
cselekszenek/cselekednek	ingadozik	low	ünk	ingadoziK	ingadozunk	ingadozVnk
cselekszenek/cselekednek	oszlik	high	nek	osliK	osolnak	osolnVk
cselekszenek/cselekednek	vádaskodik	low	ünk	vádaškodiK	vádaškodunk	vádaškodVnk
cselekszenek/cselekednek	bálozik	low	nek	báloziK	báloznak	báloznVk
cselekszenek/cselekednek	düledezik	low	nek	düledeziK	düledeznek	düledeznVk
cselekszenek/cselekednek	ordítozik	low	ünk	ordítoziK	ordítozunk	ordítozVnk
cselekszenek/cselekednek	izmozik	low	nek	izmoziK	izmoznak	izmoznVk
cselekszenek/cselekednek	készülődik	low	tek	késülődiK	késülődtek	késülődtVk
cselekszenek/cselekednek	mászik	low	tek	másiK	mástok	mástVk
cselekszenek/cselekednek	üzekedik	low	nek	üzekediK	üzekednek	üzekednVk
cselekszenek/cselekednek	kajakozik	low	ünk	kajakoziK	kajakozunk	kajakozVnk
cselekszenek/cselekednek	kockázik	low	nek	kockáziK	kockáznak	kockáznVk
cselekszenek/cselekednek	közösködik	low	ünk	közöšködiK	közöšködünk	közöšködVnk
cselekszenek/cselekednek	múlik	low	ünk	múliK	múlunk	múlVnk
cselekszenek/cselekednek	vacsorázik	low	tek	vačoráziK	vačoráztok	vačoráztVk
cselekszenek/cselekednek	vágtázik	low	ünk	vágtáziK	vágtázunk	vágtázVnk
cselekszenek/cselekednek	adósodik	low	ünk	adóšodiK	adóšodunk	adóšodVnk
cselekszenek/cselekednek	okoskodik	low	tek	okoškodiK	okoškodtok	okoškodtVk
